"SEQN","GENDER","AGE","EDUCATION","MARITAL","PREGNANT"
100107,"Male",23,"High School","Single","No"
100108,"Female",27,"College Grad","Single","No"
100110,"Male",26,"College Grad","Single","No"
100111,"Male",26,"Some College","Married","No"
100112,"Female",57,"College Grad","Married","No"
100113,"Male",79,"High School","Married","No"
100114,"Male",79,"College Grad","Single","No"
100115,"Female",47,"Less than High School","Divorced","No"
100116,"Female",63,"Less than High School","Married","No"
100117,"Female",29,"Some College","Divorced","No"
100118,"Male",78,"Some College","Married","No"
100119,"Female",47,"College Grad","Married","No"
100122,"Male",65,"Some College","Married","No"
100123,"Male",57,"Less than High School","Divorced","No"
100127,"Male",55,"Some College","Married","No"
100128,"Male",47,"College Grad","Divorced","No"
100129,"Male",72,"High School","Married","No"
100133,"Male",20,"Less than High School","Single","No"
100136,"Male",67,"Some College","Married","No"
100137,"Female",43,"Less than High School","Widowed","No"
100142,"Male",72,"College Grad","Married","No"
100143,"Female",80,"College Grad","Widowed","No"
100144,"Female",33,"Some College","Separated","No"
100145,"Female",45,"Some College","Married","No"
100148,"Female",22,"Less than High School","Single","No"
100149,"Female",80,"High School","Widowed","No"
100150,"Female",51,"Less than High School","Married","No"
100151,"Male",60,"Less than High School","Married","No"
100152,"Female",34,"High School","Separated","No"
100154,"Male",66,"Less than High School","Married","No"
100158,"Male",61,"Some College","Single","No"
100160,"Female",26,"High School","Single","No"
100162,"Female",64,"High School","Married","No"
100163,"Female",69,"College Grad","Divorced","No"
100165,"Male",56,"High School","Married","No"
100167,"Male",75,"College Grad","Married","No"
100168,"Male",51,"High School","Living Partner","No"
100171,"Female",28,"Some College","Single","No"
100172,"Female",42,"College Grad","Married","No"
100173,"Male",47,"High School","Single","No"
100175,"Male",33,"Some College","Single","No"
100178,"Female",40,"High School","Married","No"
100180,"Male",45,"Some College","Divorced","No"
100181,"Female",37,"Some College","Married","No"
100185,"Male",63,"College Grad","Married","No"
100186,"Male",32,"College Grad","Married","No"
100188,"Female",80,"Some College","Married","No"
100189,"Male",44,"College Grad","Divorced","No"
100190,"Female",32,"Some College","Married","No"
100191,"Female",42,"Some College","Married","No"
100192,"Male",56,"High School","Married","No"
100194,"Male",60,"High School","Married","No"
100195,"Female",32,"College Grad","Married","No"
100196,"Female",32,"High School","Separated","No"
100200,"Female",43,"Some College","Living Partner","No"
100201,"Male",43,"High School","Married","No"
100202,"Female",22,"Some College","Single","No"
100203,"Male",39,"High School","Living Partner","No"
100204,"Female",36,"Less than High School","Married","No"
100205,"Male",48,"College Grad","Married","No"
100206,"Female",62,"Less than High School","Separated","No"
100210,"Female",60,"High School","Married","No"
100211,"Female",41,"High School","Married","No"
100212,"Male",58,"High School","Widowed","No"
100213,"Male",66,"High School","Married","No"
100214,"Male",57,"High School","Separated","No"
100216,"Female",42,"Some College","Married","No"
100219,"Male",74,"High School","Married","No"
100221,"Female",30,"Some College","Single","No"
100222,"Female",65,"Some College","Divorced","No"
100223,"Female",30,"High School","Living Partner","No"
100228,"Female",74,"Some College","Married","No"
100229,"Male",59,"Less than High School","Single","No"
100230,"Female",59,"Less than High School","Married","No"
100231,"Female",69,"Less than High School","Married","No"
100233,"Female",65,"Some College","Married","No"
100234,"Female",30,"College Grad","Married","No"
100235,"Male",77,"High School","Married","No"
100236,"Male",61,"College Grad","Widowed","No"
100238,"Male",58,"High School","Married","No"
100241,"Female",36,"College Grad","Married","No"
100242,"Female",32,"Less than High School","Married","No"
100243,"Male",70,"Less than High School","Married","No"
100244,"Male",62,"Some College","Single","No"
100246,"Female",22,"College Grad","Single","No"
100247,"Female",61,"College Grad","Married","No"
100248,"Male",28,"College Grad","Married","No"
100250,"Female",57,"Some College","Married","No"
100251,"Female",45,"College Grad","Single","No"
100252,"Male",80,"High School","Married","No"
100253,"Male",30,"College Grad","Married","No"
100254,"Female",28,"College Grad","Single","No"
100257,"Female",55,"College Grad","Divorced","No"
100258,"Female",25,"Less than High School","Married","Yes"
100261,"Female",80,"High School","Widowed","No"
100263,"Female",80,"Less than High School","Widowed","No"
100264,"Male",26,"Less than High School","Living Partner","No"
100265,"Female",55,"College Grad","Married","No"
100266,"Female",40,"Some College","Single","No"
100268,"Female",60,"College Grad","Married","No"
100269,"Female",24,"Some College","Married","No"
100270,"Male",36,"Some College","Single","No"
100271,"Female",36,"Some College","Separated","No"
100272,"Male",35,"College Grad","Married","No"
100273,"Male",71,"High School","Divorced","No"
100274,"Female",60,"Less than High School","Married","No"
100276,"Female",23,"Some College","Single","No"
100278,"Female",75,"High School","Married","No"
100280,"Female",33,"High School","Married","No"
100281,"Female",59,"High School","Married","No"
100282,"Male",60,"Some College","Divorced","No"
100283,"Female",65,"Less than High School","Married","No"
100286,"Female",45,"Some College","Married","No"
100288,"Female",43,"Less than High School","Married","No"
100289,"Male",66,"High School","Divorced","No"
100291,"Female",61,"High School","Single","No"
100292,"Female",56,"High School","Divorced","No"
100293,"Female",29,"High School","Married","No"
100294,"Female",40,"Some College","Married","No"
100295,"Male",36,"High School","Married","No"
100297,"Male",70,"College Grad","Married","No"
100298,"Female",47,"College Grad","Single","No"
100299,"Female",27,"Some College","Married","No"
100301,"Female",53,"Some College","Divorced","No"
100302,"Male",30,"Some College","Single","No"
100303,"Male",60,"Less than High School","Married","No"
100305,"Male",48,"College Grad","Married","No"
100309,"Female",80,"High School","Widowed","No"
100311,"Male",55,"Less than High School","Married","No"
100313,"Female",35,"Some College","Single","No"
100315,"Male",62,"Some College","Married","No"
100318,"Male",41,"Some College","Divorced","No"
100319,"Female",47,"High School","Separated","No"
100321,"Male",62,"High School","Divorced","No"
100324,"Female",46,"High School","Married","No"
100325,"Female",35,"Less than High School","Married","No"
100326,"Female",21,"High School","Single","No"
100329,"Female",27,"Less than High School","Single","No"
100332,"Male",43,"Some College","Married","No"
100333,"Male",29,"College Grad","Single","No"
100334,"Male",25,"Less than High School","Single","No"
100338,"Male",45,"College Grad","Married","No"
100346,"Female",79,"High School","Widowed","No"
100347,"Male",57,"College Grad","Married","No"
100348,"Female",49,"Some College","Married","No"
100353,"Male",59,"College Grad","Married","No"
100354,"Female",80,"Less than High School","Widowed","No"
100356,"Female",39,"High School","Single","No"
100357,"Female",63,"Less than High School","Widowed","No"
100358,"Female",62,"Less than High School","Single","No"
100359,"Male",33,"College Grad","Married","No"
100361,"Male",57,"Less than High School","Divorced","No"
100362,"Female",70,"College Grad","Married","No"
100363,"Male",63,"College Grad","Married","No"
100365,"Female",22,"High School","Living Partner","No"
100366,"Male",77,"College Grad","Married","No"
100369,"Female",55,"Some College","Married","No"
100373,"Male",74,"College Grad","Married","No"
100376,"Male",49,"College Grad","Married","No"
100377,"Male",47,"College Grad","Married","No"
100378,"Female",44,"Some College","Married","No"
100380,"Male",45,"Some College","Single","No"
100382,"Male",45,"Less than High School","Married","No"
100385,"Male",53,"Less than High School","Married","No"
100386,"Female",37,"Some College","Living Partner","Yes"
100388,"Female",56,"High School","Married","No"
100389,"Female",55,"Less than High School","Single","No"
100390,"Female",67,"Some College","Divorced","No"
100393,"Male",52,"High School","Married","No"
100395,"Female",77,"Less than High School","Separated","No"
100396,"Female",65,"Less than High School","Married","No"
100399,"Female",74,"High School","Widowed","No"
100402,"Female",51,"High School","Married","No"
100404,"Female",66,"College Grad","Married","No"
100406,"Female",80,"Less than High School","Divorced","No"
100407,"Male",55,"Some College","Married","No"
100410,"Female",58,"Some College","Widowed","No"
100411,"Male",68,"Some College","Widowed","No"
100412,"Female",65,"Less than High School","Married","No"
100414,"Male",80,"Some College","Married","No"
100415,"Female",49,"Some College","Married","No"
100418,"Male",31,"College Grad","Married","No"
100419,"Male",40,"Some College","Single","No"
100420,"Male",34,"Some College","Living Partner","No"
100421,"Female",50,"College Grad","Divorced","No"
100422,"Male",66,"Some College","Widowed","No"
100424,"Female",73,"Some College","Married","No"
100425,"Male",79,"College Grad","Divorced","No"
100427,"Female",38,"High School","Married","Yes"
100428,"Female",29,"Some College","Single","No"
100429,"Male",33,"Less than High School","Married","No"
100431,"Female",28,"Some College","Single","No"
100432,"Male",29,"Less than High School","Married","No"
100433,"Male",67,"College Grad","Married","No"
100434,"Female",32,"Some College","Divorced","No"
100436,"Female",48,"Some College","Married","No"
100438,"Female",22,"Some College","Single","No"
100440,"Female",28,"High School","Separated","No"
100441,"Male",36,"Some College","Married","No"
100442,"Female",68,"Some College","Widowed","No"
100443,"Male",26,"High School","Married","No"
100445,"Female",61,"High School","Single","No"
100446,"Male",60,"Some College","Married","No"
100447,"Male",50,"Some College","Divorced","No"
100451,"Female",40,"Some College","Married","No"
100453,"Female",80,"High School","Widowed","No"
100454,"Female",52,"Less than High School","Married","No"
100455,"Male",80,"Some College","Married","No"
100460,"Male",55,"College Grad","Married","No"
100463,"Male",28,"High School","Single","No"
100464,"Male",32,"High School","Single","No"
100465,"Female",30,"College Grad","Married","Yes"
100468,"Female",52,"Some College","Separated","No"
100469,"Male",75,"Less than High School","Married","No"
100474,"Female",67,"Less than High School","Married","No"
100476,"Female",38,"College Grad","Married","No"
100480,"Male",80,"Less than High School","Married","No"
100481,"Female",59,"College Grad","Married","No"
100482,"Male",80,"Some College","Married","No"
100483,"Female",51,"Less than High School","Married","No"
100484,"Female",55,"High School","Married","No"
100485,"Male",67,"College Grad","Married","No"
100486,"Male",74,"High School","Divorced","No"
100490,"Female",80,"High School","Married","No"
100492,"Male",55,"Less than High School","Single","No"
100494,"Male",29,"College Grad","Living Partner","No"
100497,"Female",80,"High School","Living Partner","No"
100499,"Female",52,"Some College","Single","No"
100500,"Female",34,"Some College","Single","No"
100501,"Male",72,"Less than High School","Married","No"
100505,"Female",57,"Less than High School","Married","No"
100508,"Female",80,"Some College","Widowed","No"
100509,"Female",79,"Less than High School","Widowed","No"
100510,"Female",37,"Less than High School","Single","Yes"
100511,"Female",64,"College Grad","Single","No"
100513,"Male",56,"High School","Divorced","No"
100514,"Male",37,"High School","Married","No"
100515,"Female",70,"Some College","Married","No"
100516,"Male",61,"Some College","Married","No"
100517,"Male",39,"College Grad","Married","No"
100521,"Male",58,"College Grad","Married","No"
100524,"Male",20,"High School","Single","No"
100526,"Female",33,"Some College","Married","No"
100528,"Female",47,"Some College","Single","No"
100530,"Male",52,"College Grad","Married","No"
100531,"Male",80,"High School","Divorced","No"
100532,"Female",46,"Less than High School","Married","No"
100534,"Female",77,"College Grad","Married","No"
100535,"Female",56,"Some College","Married","No"
100537,"Female",32,"Less than High School","Married","No"
100540,"Female",35,"Less than High School","Living Partner","No"
100544,"Female",61,"Some College","Married","No"
100546,"Female",31,"College Grad","Living Partner","No"
100548,"Female",33,"College Grad","Married","No"
100549,"Female",76,"College Grad","Single","No"
100551,"Male",66,"College Grad","Married","No"
100554,"Male",65,"Some College","Separated","No"
100556,"Female",65,"High School","Widowed","No"
100557,"Male",52,"College Grad","Married","No"
100558,"Male",60,"High School","Married","No"
100560,"Female",74,"Some College","Widowed","No"
100561,"Male",25,"High School","Living Partner","No"
100563,"Female",45,"Some College","Married","No"
100565,"Male",70,"High School","Married","No"
100568,"Male",46,"Some College","Married","No"
100570,"Female",69,"High School","Married","No"
100571,"Male",30,"College Grad","Divorced","No"
100572,"Male",41,"Some College","Living Partner","No"
100574,"Female",53,"Less than High School","Separated","No"
100575,"Female",50,"College Grad","Married","No"
100576,"Male",62,"Some College","Divorced","No"
100577,"Female",27,"High School","Single","No"
100578,"Female",59,"College Grad","Married","No"
100579,"Male",59,"High School","Divorced","No"
100580,"Male",65,"Less than High School","Widowed","No"
100581,"Male",78,"Less than High School","Widowed","No"
100582,"Male",54,"Less than High School","Living Partner","No"
100583,"Female",29,"Less than High School","Living Partner","No"
100584,"Male",63,"Some College","Married","No"
100586,"Male",80,"Less than High School","Married","No"
100589,"Female",33,"Less than High School","Living Partner","No"
100590,"Male",24,"Some College","Single","No"
100594,"Male",59,"Some College","Married","No"
100597,"Male",71,"Less than High School","Separated","No"
100599,"Male",54,"High School","Divorced","No"
100602,"Female",36,"Some College","Single","No"
100605,"Female",29,"Some College","Divorced","No"
100608,"Female",64,"Some College","Divorced","No"
100610,"Female",41,"Some College","Married","No"
100611,"Male",43,"Less than High School","Living Partner","No"
100613,"Male",26,"College Grad","Living Partner","No"
100617,"Male",76,"College Grad","Married","No"
100619,"Female",28,"College Grad","Separated","No"
100621,"Male",40,"College Grad","Married","No"
100622,"Male",43,"High School","Married","No"
100623,"Female",36,"College Grad","Married","No"
100624,"Male",23,"High School","Living Partner","No"
100625,"Female",54,"Some College","Married","No"
100627,"Female",43,"High School","Divorced","No"
100628,"Male",33,"College Grad","Living Partner","No"
100629,"Male",67,"Less than High School","Married","No"
100631,"Male",27,"Some College","Married","No"
100632,"Male",39,"Less than High School","Married","No"
100633,"Male",61,"Some College","Living Partner","No"
100634,"Male",38,"High School","Married","No"
100635,"Male",39,"College Grad","Married","No"
100636,"Male",46,"Some College","Single","No"
100638,"Male",42,"Less than High School","Single","No"
100639,"Female",80,"High School","Widowed","No"
100641,"Female",24,"Less than High School","Single","No"
100642,"Male",65,"College Grad","Single","No"
100644,"Female",31,"Some College","Separated","No"
100646,"Male",80,"High School","Married","No"
100647,"Male",33,"High School","Single","No"
100648,"Male",66,"Less than High School","Married","No"
100649,"Male",43,"High School","Married","No"
100650,"Female",61,"Less than High School","Single","No"
100653,"Male",25,"High School","Single","No"
100654,"Female",74,"High School","Married","No"
100657,"Female",57,"High School","Married","No"
100662,"Female",68,"Less than High School","Married","No"
100663,"Female",71,"College Grad","Married","No"
100667,"Male",20,"High School","Single","No"
100670,"Male",41,"College Grad","Married","No"
100672,"Female",25,"Some College","Married","No"
100673,"Female",35,"Less than High School","Married","No"
100674,"Male",80,"Some College","Widowed","No"
100675,"Female",21,"High School","Single","No"
100677,"Female",56,"Some College","Married","No"
100681,"Female",56,"Less than High School","Married","No"
100684,"Female",35,"High School","Living Partner","No"
100685,"Male",60,"Some College","Divorced","No"
100689,"Male",21,"High School","Single","No"
100692,"Male",62,"High School","Married","No"
100693,"Female",49,"College Grad","Married","No"
100696,"Male",70,"High School","Divorced","No"
100697,"Male",32,"Some College","Single","No"
100698,"Female",48,"College Grad","Married","No"
100699,"Male",52,"Some College","Single","No"
100701,"Female",33,"College Grad","Married","No"
100705,"Female",56,"High School","Divorced","No"
100706,"Male",66,"Some College","Married","No"
100707,"Female",34,"Some College","Married","No"
100709,"Male",38,"High School","Married","No"
100710,"Male",33,"Less than High School","Single","No"
100711,"Female",69,"College Grad","Married","No"
100713,"Female",38,"Some College","Divorced","No"
100714,"Female",37,"College Grad","Married","No"
100715,"Female",51,"High School","Divorced","No"
100716,"Female",79,"Some College","Divorced","No"
100717,"Female",49,"Some College","Single","No"
100718,"Female",26,"College Grad","Single","No"
100720,"Male",59,"Some College","Divorced","No"
100721,"Female",73,"Less than High School","Married","No"
100723,"Male",80,"College Grad","Widowed","No"
100725,"Female",67,"Less than High School","Married","No"
100726,"Female",69,"Less than High School","Married","No"
100727,"Male",26,"Some College","Married","No"
100728,"Female",68,"Some College","Divorced","No"
100730,"Female",44,"Some College","Married","No"
100732,"Male",35,"High School","Married","No"
100733,"Female",44,"Some College","Married","No"
100735,"Female",76,"Less than High School","Married","No"
100738,"Female",39,"Some College","Married","No"
100739,"Male",79,"Some College","Married","No"
100740,"Male",20,"High School","Single","No"
100741,"Male",66,"College Grad","Married","No"
100742,"Male",34,"Some College","Married","No"
100743,"Female",52,"Some College","Married","No"
100745,"Male",64,"Less than High School","Married","No"
100747,"Female",55,"High School","Married","No"
100748,"Female",62,"College Grad","Divorced","No"
100749,"Male",21,"High School","Single","No"
100750,"Male",58,"High School","Living Partner","No"
100752,"Male",42,"College Grad","Single","No"
100754,"Male",54,"Some College","Living Partner","No"
100756,"Male",60,"High School","Married","No"
100759,"Male",35,"Some College","Single","No"
100760,"Female",63,"College Grad","Divorced","No"
100761,"Male",80,"College Grad","Widowed","No"
100762,"Male",80,"Less than High School","Married","No"
100764,"Female",47,"College Grad","Living Partner","No"
100765,"Female",48,"High School","Married","No"
100768,"Female",42,"College Grad","Married","No"
100771,"Female",68,"High School","Divorced","No"
100772,"Female",45,"Some College","Single","No"
100774,"Male",61,"College Grad","Married","No"
100775,"Female",21,"High School","Single","No"
100780,"Male",54,"Some College","Married","No"
100781,"Female",21,"High School","Living Partner","No"
100782,"Male",39,"College Grad","Single","No"
100787,"Male",72,"High School","Married","No"
100788,"Male",35,"Some College","Married","No"
100789,"Female",37,"High School","Single","No"
100790,"Female",60,"College Grad","Widowed","No"
100792,"Female",68,"Some College","Married","No"
100795,"Male",78,"College Grad","Married","No"
100797,"Male",73,"College Grad","Widowed","No"
100800,"Female",76,"Some College","Widowed","No"
100801,"Male",34,"High School","Married","No"
100802,"Female",51,"College Grad","Married","No"
100805,"Female",80,"High School","Married","No"
100815,"Female",53,"High School","Single","No"
100816,"Female",43,"Less than High School","Living Partner","No"
100817,"Female",60,"Some College","Single","No"
100818,"Female",27,"College Grad","Single","No"
100819,"Male",30,"Some College","Single","No"
100821,"Female",68,"Some College","Married","No"
100825,"Female",37,"Some College","Single","No"
100827,"Female",45,"College Grad","Married","No"
100829,"Male",43,"Less than High School","Married","No"
100831,"Female",74,"High School","Widowed","No"
100832,"Female",36,"High School","Living Partner","No"
100834,"Male",80,"Less than High School","Married","No"
100836,"Male",63,"Less than High School","Divorced","No"
100837,"Male",68,"Less than High School","Married","No"
100838,"Female",37,"Some College","Married","No"
100840,"Male",76,"Some College","Married","No"
100841,"Female",41,"College Grad","Married","No"
100843,"Male",33,"Less than High School","Married","No"
100844,"Male",59,"High School","Divorced","No"
100846,"Male",29,"High School","Living Partner","No"
100847,"Female",57,"High School","Married","No"
100848,"Female",70,"High School","Married","No"
100849,"Male",26,"Some College","Single","No"
100851,"Female",71,"College Grad","Married","No"
100853,"Male",80,"College Grad","Married","No"
100855,"Female",30,"High School","Married","No"
100856,"Female",75,"Some College","Divorced","No"
100860,"Female",36,"Less than High School","Separated","No"
100861,"Male",36,"High School","Married","No"
100862,"Female",62,"High School","Married","No"
100865,"Female",52,"Less than High School","Married","No"
100866,"Male",46,"Some College","Married","No"
100872,"Female",71,"Less than High School","Widowed","No"
100874,"Male",55,"College Grad","Married","No"
100875,"Male",80,"College Grad","Married","No"
100876,"Male",77,"High School","Divorced","No"
100877,"Male",25,"Some College","Single","No"
100879,"Male",71,"Less than High School","Widowed","No"
100880,"Male",46,"High School","Divorced","No"
100881,"Male",26,"High School","Single","No"
100886,"Female",72,"High School","Widowed","No"
100887,"Female",64,"College Grad","Divorced","No"
100890,"Female",68,"Less than High School","Divorced","No"
100892,"Male",23,"Some College","Single","No"
100895,"Female",58,"College Grad","Married","No"
100896,"Female",28,"Less than High School","Single","No"
100898,"Female",42,"Some College","Married","No"
100902,"Female",52,"High School","Living Partner","No"
100905,"Male",80,"College Grad","Married","No"
100907,"Male",41,"High School","Married","No"
100909,"Male",80,"High School","Widowed","No"
100910,"Male",27,"Some College","Single","No"
100911,"Male",26,"Some College","Married","No"
100913,"Female",23,"Some College","Single","No"
100914,"Female",80,"High School","Widowed","No"
100915,"Male",67,"Less than High School","Living Partner","No"
100918,"Male",80,"Less than High School","Married","No"
100919,"Male",80,"College Grad","Widowed","No"
100920,"Female",61,"High School","Married","No"
100923,"Male",22,"High School","Single","No"
100924,"Female",40,"High School","Married","No"
100925,"Female",45,"Less than High School","Married","No"
100926,"Male",51,"College Grad","Married","No"
100928,"Male",25,"Less than High School","Married","No"
100929,"Female",40,"High School","Single","No"
100930,"Female",59,"High School","Living Partner","No"
100933,"Female",65,"College Grad","Married","No"
100934,"Female",37,"College Grad","Living Partner","No"
100935,"Male",20,"High School","Living Partner","No"
100936,"Female",57,"Less than High School","Married","No"
100937,"Male",55,"Less than High School","Married","No"
100938,"Female",37,"High School","Single","Yes"
100941,"Female",80,"Less than High School","Single","No"
100942,"Male",20,"Less than High School","Single","No"
100943,"Female",42,"Less than High School","Married","No"
100947,"Female",37,"Less than High School","Married","No"
100948,"Female",68,"Some College","Married","No"
100949,"Female",51,"Some College","Married","No"
100950,"Female",61,"Some College","Widowed","No"
100951,"Male",62,"High School","Single","No"
100952,"Male",21,"Some College","Single","No"
100954,"Male",47,"Some College","Married","No"
100955,"Male",64,"College Grad","Married","No"
100961,"Female",20,"High School","Single","No"
100963,"Male",80,"Some College","Married","No"
100965,"Female",25,"Some College","Living Partner","No"
100966,"Female",37,"Some College","Married","No"
100967,"Female",38,"Some College","Married","No"
100968,"Female",65,"Less than High School","Separated","No"
100969,"Female",61,"Some College","Widowed","No"
100971,"Female",22,"Some College","Single","No"
100972,"Male",57,"Some College","Single","No"
100973,"Male",28,"Some College","Married","No"
100975,"Male",34,"Less than High School","Separated","No"
100980,"Female",30,"College Grad","Married","No"
100981,"Female",27,"Less than High School","Single","No"
100983,"Female",42,"Some College","Married","No"
100985,"Male",23,"High School","Single","No"
100986,"Female",50,"Less than High School","Married","No"
100987,"Male",60,"High School","Married","No"
100988,"Male",80,"Some College","Widowed","No"
100989,"Female",68,"Some College","Married","No"
100992,"Male",27,"High School","Living Partner","No"
100994,"Male",28,"High School","Living Partner","No"
100996,"Male",52,"Some College","Married","No"
100997,"Female",60,"Less than High School","Divorced","No"
100998,"Male",39,"College Grad","Divorced","No"
100999,"Female",29,"College Grad","Married","No"
101001,"Male",67,"Some College","Married","No"
101002,"Female",37,"College Grad","Living Partner","No"
101003,"Male",56,"Less than High School","Married","No"
101004,"Male",29,"Some College","Single","No"
101005,"Female",29,"Some College","Married","No"
101006,"Male",76,"College Grad","Married","No"
101007,"Female",43,"High School","Married","No"
101009,"Female",21,"High School","Divorced","No"
101010,"Male",71,"Some College","Divorced","No"
101011,"Male",23,"College Grad","Single","No"
101013,"Female",44,"Some College","Living Partner","No"
101014,"Female",42,"High School","Married","No"
101015,"Female",80,"Less than High School","Widowed","No"
101017,"Male",65,"Some College","Married","No"
101018,"Male",77,"High School","Married","No"
101019,"Male",49,"College Grad","Divorced","No"
101021,"Male",61,"Some College","Widowed","No"
101022,"Male",75,"Less than High School","Living Partner","No"
101023,"Male",52,"College Grad","Married","No"
101024,"Male",53,"Some College","Single","No"
101025,"Female",23,"College Grad","Living Partner","No"
101026,"Female",61,"College Grad","Widowed","No"
101027,"Male",55,"Less than High School","Widowed","No"
101028,"Female",59,"High School","Single","No"
101030,"Female",30,"College Grad","Single","No"
101031,"Male",27,"College Grad","Married","No"
101033,"Male",63,"Some College","Living Partner","No"
101034,"Female",46,"Some College","Married","No"
101036,"Female",80,"Some College","Widowed","No"
101037,"Female",41,"Some College","Married","No"
101038,"Male",27,"Some College","Single","No"
101040,"Male",61,"Less than High School","Single","No"
101043,"Male",72,"High School","Married","No"
101046,"Male",68,"Some College","Single","No"
101049,"Female",57,"Some College","Married","No"
101051,"Male",57,"College Grad","Married","No"
101052,"Female",49,"Less than High School","Single","No"
101056,"Male",61,"High School","Widowed","No"
101060,"Male",71,"Some College","Married","No"
101061,"Female",29,"Some College","Single","No"
101063,"Male",80,"College Grad","Married","No"
101064,"Male",28,"Some College","Single","No"
101065,"Female",44,"High School","Married","No"
101068,"Female",55,"Some College","Divorced","No"
101069,"Male",32,"Some College","Divorced","No"
101070,"Female",34,"Some College","Married","No"
101073,"Male",62,"Less than High School","Married","No"
101075,"Male",67,"Some College","Married","No"
101076,"Female",22,"High School","Married","No"
101077,"Male",36,"Some College","Single","No"
101078,"Male",62,"Some College","Divorced","No"
101079,"Female",51,"High School","Divorced","No"
101084,"Female",46,"Some College","Separated","No"
101085,"Male",31,"Some College","Married","No"
101086,"Male",32,"Some College","Single","No"
101087,"Female",51,"High School","Living Partner","No"
101088,"Female",80,"Less than High School","Married","No"
101091,"Female",58,"Some College","Widowed","No"
101093,"Female",63,"High School","Separated","No"
101095,"Female",56,"High School","Married","No"
101096,"Female",56,"Less than High School","Widowed","No"
101097,"Female",39,"Less than High School","Married","No"
101099,"Female",23,"Less than High School","Living Partner","No"
101101,"Male",22,"High School","Single","No"
101102,"Male",80,"Some College","Married","No"
101103,"Female",53,"College Grad","Divorced","No"
101106,"Female",49,"Some College","Divorced","No"
101107,"Female",44,"Less than High School","Married","No"
101108,"Female",59,"Some College","Living Partner","No"
101109,"Female",60,"Some College","Divorced","No"
101111,"Male",22,"Some College","Single","No"
101112,"Female",45,"High School","Married","No"
101115,"Female",36,"Some College","Separated","No"
101118,"Male",26,"Some College","Single","No"
101119,"Female",48,"Less than High School","Living Partner","No"
101120,"Female",80,"High School","Married","No"
101122,"Male",30,"Some College","Living Partner","No"
101123,"Female",59,"High School","Married","No"
101124,"Male",76,"High School","Married","No"
101125,"Female",33,"High School","Single","No"
101126,"Male",37,"College Grad","Living Partner","No"
101127,"Male",25,"College Grad","Single","No"
101132,"Male",31,"College Grad","Married","No"
101134,"Female",30,"College Grad","Single","No"
101136,"Male",76,"High School","Married","No"
101138,"Female",33,"College Grad","Married","No"
101139,"Female",33,"Some College","Married","No"
101141,"Male",54,"High School","Married","No"
101143,"Male",80,"Some College","Married","No"
101147,"Female",58,"High School","Widowed","No"
101148,"Female",80,"Some College","Widowed","No"
101149,"Male",59,"High School","Married","No"
101151,"Female",29,"Some College","Single","Yes"
101153,"Male",42,"College Grad","Married","No"
101155,"Female",52,"Less than High School","Married","No"
101160,"Female",49,"High School","Married","No"
101162,"Male",62,"High School","Married","No"
101163,"Female",60,"Less than High School","Divorced","No"
101164,"Female",26,"College Grad","Single","No"
101166,"Female",28,"College Grad","Single","No"
101169,"Female",58,"High School","Married","No"
101171,"Female",47,"High School","Married","No"
101172,"Female",31,"College Grad","Single","No"
101173,"Female",66,"Some College","Married","No"
101174,"Male",35,"Some College","Living Partner","No"
101175,"Male",55,"College Grad","Divorced","No"
101176,"Female",80,"High School","Widowed","No"
101177,"Male",64,"Less than High School","Living Partner","No"
101179,"Female",62,"Some College","Married","No"
101180,"Female",80,"Some College","Married","No"
101181,"Female",50,"College Grad","Divorced","No"
101182,"Male",58,"High School","Married","No"
101183,"Female",80,"High School","Married","No"
101185,"Female",57,"Some College","Widowed","No"
101186,"Male",35,"Some College","Married","No"
101187,"Male",33,"Some College","Married","No"
101188,"Male",39,"Less than High School","Single","No"
101190,"Male",21,"High School","Separated","No"
101191,"Female",35,"High School","Living Partner","No"
101193,"Male",63,"College Grad","Married","No"
101194,"Female",48,"College Grad","Married","No"
101195,"Female",71,"Some College","Married","No"
101196,"Female",71,"Some College","Divorced","No"
101199,"Female",61,"College Grad","Married","No"
101200,"Male",73,"Some College","Married","No"
101201,"Male",55,"Less than High School","Married","No"
101204,"Male",80,"Some College","Married","No"
101206,"Male",34,"High School","Living Partner","No"
101207,"Female",70,"Some College","Married","No"
101209,"Female",62,"Less than High School","Married","No"
101211,"Female",61,"College Grad","Divorced","No"
101212,"Female",62,"College Grad","Married","No"
101213,"Male",60,"High School","Divorced","No"
101214,"Male",23,"Some College","Single","No"
101216,"Female",55,"High School","Single","No"
101217,"Male",80,"Less than High School","Married","No"
101218,"Male",74,"Less than High School","Divorced","No"
101220,"Female",35,"Some College","Married","No"
101221,"Male",54,"High School","Single","No"
101222,"Male",48,"College Grad","Married","No"
101226,"Male",44,"Less than High School","Married","No"
101227,"Male",60,"High School","Divorced","No"
101228,"Female",30,"High School","Single","No"
101229,"Female",38,"Some College","Married","No"
101230,"Female",50,"Some College","Divorced","No"
101232,"Male",65,"Some College","Single","No"
101236,"Male",26,"High School","Living Partner","No"
101238,"Male",36,"Some College","Living Partner","No"
101239,"Female",80,"College Grad","Married","No"
101241,"Male",27,"College Grad","Single","No"
101242,"Female",57,"Less than High School","Widowed","No"
101243,"Male",63,"Some College","Married","No"
101246,"Male",54,"High School","Married","No"
101247,"Male",38,"College Grad","Married","No"
