location,date,vaccine,total_vaccinations
European Union,2023-07-18,Johnson&Johnson,18699845
European Union,2023-07-18,Moderna,155359905
European Union,2023-07-18,Novavax,309654
European Union,2023-07-18,Oxford/AstraZeneca,67183375
European Union,2023-07-18,Pfizer/BioNTech,663481148
European Union,2023-07-18,Sanofi/GSK,5455
European Union,2023-07-18,Sinopharm/Beijing,2320667
European Union,2023-07-18,Sinovac,10663
European Union,2023-07-18,Sputnik V,1845408
European Union,2023-07-18,Valneva,10193
European Union,2023-07-19,Covaxin,178
European Union,2023-07-19,Johnson&Johnson,18699845
European Union,2023-07-19,Moderna,155359907
European Union,2023-07-19,Novavax,309658
European Union,2023-07-19,Oxford/AstraZeneca,67183375
European Union,2023-07-19,Pfizer/BioNTech,663481217
European Union,2023-07-19,Sanofi/GSK,5455
European Union,2023-07-19,Sinopharm/Beijing,2320667
European Union,2023-07-19,Sinovac,10663
European Union,2023-07-19,Sputnik V,1845408
European Union,2023-07-19,Valneva,10193
European Union,2023-07-20,Covaxin,178
European Union,2023-07-20,Johnson&Johnson,18699846
European Union,2023-07-20,Moderna,155359912
European Union,2023-07-20,Novavax,309669
European Union,2023-07-20,Oxford/AstraZeneca,67183375
European Union,2023-07-20,Pfizer/BioNTech,663481256
European Union,2023-07-20,Sanofi/GSK,5455
European Union,2023-07-20,Sinopharm/Beijing,2320667
European Union,2023-07-20,Sinovac,10663
European Union,2023-07-20,Sputnik V,1845408
European Union,2023-07-20,Valneva,10193
European Union,2023-07-21,Covaxin,178
European Union,2023-07-21,Johnson&Johnson,18699871
European Union,2023-07-21,Moderna,155127013
European Union,2023-07-21,Novavax,309674
European Union,2023-07-21,Oxford/AstraZeneca,67183375
European Union,2023-07-21,Pfizer/BioNTech,653143858
European Union,2023-07-21,Sanofi/GSK,5455
European Union,2023-07-21,Sinopharm/Beijing,2320667
European Union,2023-07-21,Sinovac,10663
European Union,2023-07-21,Sputnik V,1845408
European Union,2023-07-21,Valneva,10193
European Union,2023-07-22,Covaxin,178
European Union,2023-07-22,Johnson&Johnson,18699871
European Union,2023-07-22,Moderna,155127016
European Union,2023-07-22,Novavax,309674
European Union,2023-07-22,Oxford/AstraZeneca,67183375
European Union,2023-07-22,Pfizer/BioNTech,653143870
European Union,2023-07-22,Sanofi/GSK,5455
European Union,2023-07-22,Sinopharm/Beijing,2320667
European Union,2023-07-22,Sinovac,10663
European Union,2023-07-22,Sputnik V,1845408
European Union,2023-07-22,Valneva,10193
European Union,2023-07-24,Covaxin,178
European Union,2023-07-24,Johnson&Johnson,18699871
European Union,2023-07-24,Moderna,155127020
European Union,2023-07-24,Novavax,309678
European Union,2023-07-24,Oxford/AstraZeneca,67183375
European Union,2023-07-24,Pfizer/BioNTech,653143919
European Union,2023-07-24,Sanofi/GSK,5455
European Union,2023-07-24,Sinopharm/Beijing,2320667
European Union,2023-07-24,Sinovac,10663
European Union,2023-07-24,Sputnik V,1845408
European Union,2023-07-24,Valneva,10193
European Union,2023-07-25,Covaxin,178
European Union,2023-07-25,Johnson&Johnson,18699871
European Union,2023-07-25,Moderna,155127020
European Union,2023-07-25,Novavax,309684
European Union,2023-07-25,Oxford/AstraZeneca,67183375
European Union,2023-07-25,Pfizer/BioNTech,653143980
European Union,2023-07-25,Sanofi/GSK,5455
European Union,2023-07-25,Sinopharm/Beijing,2320667
European Union,2023-07-25,Sinovac,10663
European Union,2023-07-25,Sputnik V,1845408
European Union,2023-07-25,Valneva,10193
European Union,2023-07-26,Covaxin,178
European Union,2023-07-26,Johnson&Johnson,18699871
European Union,2023-07-26,Moderna,155127022
European Union,2023-07-26,Novavax,309685
European Union,2023-07-26,Oxford/AstraZeneca,67183375
European Union,2023-07-26,Pfizer/BioNTech,653144037
European Union,2023-07-26,Sanofi/GSK,5455
European Union,2023-07-26,Sinopharm/Beijing,2320667
European Union,2023-07-26,Sinovac,10663
European Union,2023-07-26,Sputnik V,1845408
European Union,2023-07-26,Valneva,10193
European Union,2023-07-27,Covaxin,178
European Union,2023-07-27,Johnson&Johnson,18699871
European Union,2023-07-27,Moderna,155127023
European Union,2023-07-27,Novavax,309702
European Union,2023-07-27,Oxford/AstraZeneca,67183375
European Union,2023-07-27,Pfizer/BioNTech,653144076
European Union,2023-07-27,Sanofi/GSK,5455
European Union,2023-07-27,Sinopharm/Beijing,2320667
European Union,2023-07-27,Sinovac,10663
European Union,2023-07-27,Sputnik V,1845408
European Union,2023-07-27,Valneva,10193
European Union,2023-07-28,Covaxin,178
European Union,2023-07-28,Johnson&Johnson,18699911
European Union,2023-07-28,Moderna,155127041
European Union,2023-07-28,Novavax,309705
European Union,2023-07-28,Oxford/AstraZeneca,67183375
European Union,2023-07-28,Pfizer/BioNTech,653672735
European Union,2023-07-28,Sanofi/GSK,5455
European Union,2023-07-28,Sinopharm/Beijing,2320667
European Union,2023-07-28,Sinovac,10664
European Union,2023-07-28,Sputnik V,1845408
European Union,2023-07-28,Valneva,10193
European Union,2023-07-29,Covaxin,178
European Union,2023-07-29,Johnson&Johnson,18699911
European Union,2023-07-29,Moderna,155127041
European Union,2023-07-29,Novavax,309705
European Union,2023-07-29,Oxford/AstraZeneca,67183375
European Union,2023-07-29,Pfizer/BioNTech,653672755
European Union,2023-07-29,Sanofi/GSK,5455
European Union,2023-07-29,Sinopharm/Beijing,2320667
European Union,2023-07-29,Sinovac,10664
European Union,2023-07-29,Sputnik V,1845408
European Union,2023-07-29,Valneva,10193
European Union,2023-07-31,Covaxin,178
European Union,2023-07-31,Johnson&Johnson,18699911
European Union,2023-07-31,Moderna,155127041
European Union,2023-07-31,Novavax,309710
European Union,2023-07-31,Oxford/AstraZeneca,67183375
European Union,2023-07-31,Pfizer/BioNTech,653672792
European Union,2023-07-31,Sanofi/GSK,5455
European Union,2023-07-31,Sinopharm/Beijing,2320667
European Union,2023-07-31,Sinovac,10664
European Union,2023-07-31,Sputnik V,1845408
European Union,2023-07-31,Valneva,10193
European Union,2023-08-01,Covaxin,178
European Union,2023-08-01,Johnson&Johnson,18699912
European Union,2023-08-01,Moderna,155127042
European Union,2023-08-01,Novavax,309750
European Union,2023-08-01,Oxford/AstraZeneca,67183375
European Union,2023-08-01,Pfizer/BioNTech,653672821
European Union,2023-08-01,Sanofi/GSK,5455
European Union,2023-08-01,Sinopharm/Beijing,2320667
European Union,2023-08-01,Sinovac,10664
European Union,2023-08-01,Sputnik V,1845408
European Union,2023-08-01,Valneva,10193
European Union,2023-08-02,Covaxin,178
European Union,2023-08-02,Johnson&Johnson,18699913
European Union,2023-08-02,Moderna,155127042
European Union,2023-08-02,Novavax,309750
European Union,2023-08-02,Oxford/AstraZeneca,67183375
European Union,2023-08-02,Pfizer/BioNTech,653672842
European Union,2023-08-02,Sanofi/GSK,5455
European Union,2023-08-02,Sinopharm/Beijing,2320667
European Union,2023-08-02,Sinovac,10664
European Union,2023-08-02,Sputnik V,1845408
European Union,2023-08-02,Valneva,10193
European Union,2023-08-03,Covaxin,178
European Union,2023-08-03,Johnson&Johnson,18699913
European Union,2023-08-03,Moderna,155127048
European Union,2023-08-03,Novavax,309751
European Union,2023-08-03,Oxford/AstraZeneca,67183375
European Union,2023-08-03,Pfizer/BioNTech,653672872
European Union,2023-08-03,Sanofi/GSK,5455
European Union,2023-08-03,Sinopharm/Beijing,2320667
European Union,2023-08-03,Sinovac,10664
European Union,2023-08-03,Sputnik V,1845408
European Union,2023-08-03,Valneva,10193
European Union,2023-08-04,Covaxin,178
European Union,2023-08-04,Johnson&Johnson,18699921
European Union,2023-08-04,Moderna,155127066
European Union,2023-08-04,Novavax,309760
European Union,2023-08-04,Oxford/AstraZeneca,67183377
European Union,2023-08-04,Pfizer/BioNTech,654292164
European Union,2023-08-04,Sanofi/GSK,5456
European Union,2023-08-04,Sinopharm/Beijing,2320667
European Union,2023-08-04,Sinovac,10664
European Union,2023-08-04,Sputnik V,1845408
European Union,2023-08-04,Valneva,10193
European Union,2023-08-05,Covaxin,178
European Union,2023-08-05,Johnson&Johnson,18699921
European Union,2023-08-05,Moderna,155127066
European Union,2023-08-05,Novavax,309762
European Union,2023-08-05,Oxford/AstraZeneca,67183377
European Union,2023-08-05,Pfizer/BioNTech,654292169
European Union,2023-08-05,Sanofi/GSK,5456
European Union,2023-08-05,Sinopharm/Beijing,2320667
European Union,2023-08-05,Sinovac,10664
European Union,2023-08-05,Sputnik V,1845408
European Union,2023-08-05,Valneva,10193
European Union,2023-08-07,Covaxin,178
European Union,2023-08-07,Johnson&Johnson,18699921
European Union,2023-08-07,Moderna,155127067
European Union,2023-08-07,Novavax,309766
European Union,2023-08-07,Oxford/AstraZeneca,67183377
European Union,2023-08-07,Pfizer/BioNTech,654292217
European Union,2023-08-07,Sanofi/GSK,5456
European Union,2023-08-07,Sinopharm/Beijing,2320667
European Union,2023-08-07,Sinovac,10664
European Union,2023-08-07,Sputnik V,1845408
European Union,2023-08-07,Valneva,10193
European Union,2023-08-08,Covaxin,178
European Union,2023-08-08,Johnson&Johnson,18699921
European Union,2023-08-08,Moderna,155127067
European Union,2023-08-08,Novavax,309767
European Union,2023-08-08,Oxford/AstraZeneca,67183377
European Union,2023-08-08,Pfizer/BioNTech,654292257
European Union,2023-08-08,Sanofi/GSK,5456
European Union,2023-08-08,Sinopharm/Beijing,2320667
European Union,2023-08-08,Sinovac,10664
European Union,2023-08-08,Sputnik V,1845408
European Union,2023-08-08,Valneva,10193
European Union,2023-08-09,Covaxin,178
European Union,2023-08-09,Johnson&Johnson,18699921
European Union,2023-08-09,Moderna,155127077
European Union,2023-08-09,Novavax,309769
European Union,2023-08-09,Oxford/AstraZeneca,67183377
European Union,2023-08-09,Pfizer/BioNTech,654292302
European Union,2023-08-09,Sanofi/GSK,5456
European Union,2023-08-09,Sinopharm/Beijing,2320667
European Union,2023-08-09,Sinovac,10664
European Union,2023-08-09,Sputnik V,1845408
European Union,2023-08-09,Valneva,10193
European Union,2023-08-10,Covaxin,178
European Union,2023-08-10,Johnson&Johnson,18699921
European Union,2023-08-10,Moderna,155127078
European Union,2023-08-10,Novavax,309787
European Union,2023-08-10,Oxford/AstraZeneca,67183377
European Union,2023-08-10,Pfizer/BioNTech,654292337
European Union,2023-08-10,Sanofi/GSK,5456
European Union,2023-08-10,Sinopharm/Beijing,2320667
European Union,2023-08-10,Sinovac,10664
European Union,2023-08-10,Sputnik V,1845408
European Union,2023-08-10,Valneva,10193
European Union,2023-08-11,Covaxin,178
European Union,2023-08-11,Johnson&Johnson,18699933
European Union,2023-08-11,Moderna,151654671
European Union,2023-08-11,Novavax,309799
European Union,2023-08-11,Oxford/AstraZeneca,67183379
European Union,2023-08-11,Pfizer/BioNTech,653153202
European Union,2023-08-11,Sanofi/GSK,5456
European Union,2023-08-11,Sinopharm/Beijing,2320667
European Union,2023-08-11,Sinovac,10664
European Union,2023-08-11,Sputnik V,1845408
European Union,2023-08-11,Valneva,10193
European Union,2023-08-12,Covaxin,178
European Union,2023-08-12,Johnson&Johnson,18699933
European Union,2023-08-12,Moderna,151654671
European Union,2023-08-12,Novavax,309799
European Union,2023-08-12,Oxford/AstraZeneca,67183379
European Union,2023-08-12,Pfizer/BioNTech,653153204
European Union,2023-08-12,Sanofi/GSK,5456
European Union,2023-08-12,Sinopharm/Beijing,2320667
European Union,2023-08-12,Sinovac,10664
European Union,2023-08-12,Sputnik V,1845408
European Union,2023-08-12,Valneva,10193
European Union,2023-08-14,Covaxin,178
European Union,2023-08-14,Johnson&Johnson,18699933
European Union,2023-08-14,Moderna,151654671
European Union,2023-08-14,Novavax,309800
European Union,2023-08-14,Oxford/AstraZeneca,67183379
European Union,2023-08-14,Pfizer/BioNTech,653153220
European Union,2023-08-14,Sanofi/GSK,5456
European Union,2023-08-14,Sinopharm/Beijing,2320667
European Union,2023-08-14,Sinovac,10664
European Union,2023-08-14,Sputnik V,1845408
European Union,2023-08-14,Valneva,10193
European Union,2023-08-15,Covaxin,178
European Union,2023-08-15,Johnson&Johnson,18699934
European Union,2023-08-15,Moderna,151654671
European Union,2023-08-15,Novavax,309800
European Union,2023-08-15,Oxford/AstraZeneca,67183379
European Union,2023-08-15,Pfizer/BioNTech,653153228
European Union,2023-08-15,Sanofi/GSK,5456
European Union,2023-08-15,Sinopharm/Beijing,2320667
European Union,2023-08-15,Sinovac,10664
European Union,2023-08-15,Sputnik V,1845408
European Union,2023-08-15,Valneva,10193
European Union,2023-08-16,Covaxin,178
European Union,2023-08-16,Johnson&Johnson,18699934
European Union,2023-08-16,Moderna,151654673
European Union,2023-08-16,Novavax,309801
European Union,2023-08-16,Oxford/AstraZeneca,67183379
European Union,2023-08-16,Pfizer/BioNTech,653153255
European Union,2023-08-16,Sanofi/GSK,5456
European Union,2023-08-16,Sinopharm/Beijing,2320667
European Union,2023-08-16,Sinovac,10664
European Union,2023-08-16,Sputnik V,1845408
European Union,2023-08-16,Valneva,10193
European Union,2023-08-17,Covaxin,178
European Union,2023-08-17,Johnson&Johnson,18699934
European Union,2023-08-17,Moderna,151654673
European Union,2023-08-17,Novavax,309811
European Union,2023-08-17,Oxford/AstraZeneca,67183379
European Union,2023-08-17,Pfizer/BioNTech,653153291
European Union,2023-08-17,Sanofi/GSK,5456
European Union,2023-08-17,Sinopharm/Beijing,2320667
European Union,2023-08-17,Sinovac,10664
European Union,2023-08-17,Sputnik V,1845408
European Union,2023-08-17,Valneva,10193
European Union,2023-08-18,Covaxin,178
European Union,2023-08-18,Johnson&Johnson,18699940
European Union,2023-08-18,Moderna,151654699
European Union,2023-08-18,Novavax,309813
European Union,2023-08-18,Oxford/AstraZeneca,67183379
European Union,2023-08-18,Pfizer/BioNTech,664142971
European Union,2023-08-18,Sanofi/GSK,5456
European Union,2023-08-18,Sinopharm/Beijing,2320667
European Union,2023-08-18,Sinovac,10664
European Union,2023-08-18,Sputnik V,1845408
European Union,2023-08-18,Valneva,10193
European Union,2023-08-19,Covaxin,178
European Union,2023-08-19,Johnson&Johnson,18699940
European Union,2023-08-19,Moderna,151654699
European Union,2023-08-19,Novavax,309813
European Union,2023-08-19,Oxford/AstraZeneca,67183379
European Union,2023-08-19,Pfizer/BioNTech,664142972
European Union,2023-08-19,Sanofi/GSK,5456
European Union,2023-08-19,Sinopharm/Beijing,2320667
European Union,2023-08-19,Sinovac,10664
European Union,2023-08-19,Sputnik V,1845408
European Union,2023-08-19,Valneva,10193
European Union,2023-08-21,Covaxin,178
European Union,2023-08-21,Johnson&Johnson,18699940
European Union,2023-08-21,Moderna,151654701
European Union,2023-08-21,Novavax,309816
European Union,2023-08-21,Oxford/AstraZeneca,67183379
European Union,2023-08-21,Pfizer/BioNTech,664143011
European Union,2023-08-21,Sanofi/GSK,5456
European Union,2023-08-21,Sinopharm/Beijing,2320667
European Union,2023-08-21,Sinovac,10664
European Union,2023-08-21,Sputnik V,1845408
European Union,2023-08-21,Valneva,10193
European Union,2023-08-22,Covaxin,178
European Union,2023-08-22,Johnson&Johnson,18699940
European Union,2023-08-22,Moderna,151654701
European Union,2023-08-22,Novavax,309819
European Union,2023-08-22,Oxford/AstraZeneca,67183379
European Union,2023-08-22,Pfizer/BioNTech,664143060
European Union,2023-08-22,Sanofi/GSK,5456
European Union,2023-08-22,Sinopharm/Beijing,2320667
European Union,2023-08-22,Sinovac,10664
European Union,2023-08-22,Sputnik V,1845408
European Union,2023-08-22,Valneva,10193
European Union,2023-08-23,Covaxin,178
European Union,2023-08-23,Johnson&Johnson,18699941
European Union,2023-08-23,Moderna,151654702
European Union,2023-08-23,Novavax,309832
European Union,2023-08-23,Oxford/AstraZeneca,67183379
European Union,2023-08-23,Pfizer/BioNTech,664143090
European Union,2023-08-23,Sanofi/GSK,5456
European Union,2023-08-23,Sinopharm/Beijing,2320667
European Union,2023-08-23,Sinovac,10664
European Union,2023-08-23,Sputnik V,1845408
European Union,2023-08-23,Valneva,10193
European Union,2023-08-24,Covaxin,178
European Union,2023-08-24,Johnson&Johnson,18699941
European Union,2023-08-24,Moderna,151654703
European Union,2023-08-24,Novavax,309838
European Union,2023-08-24,Oxford/AstraZeneca,67183379
European Union,2023-08-24,Pfizer/BioNTech,664143168
European Union,2023-08-24,Sanofi/GSK,5456
European Union,2023-08-24,Sinopharm/Beijing,2320667
European Union,2023-08-24,Sinovac,10664
European Union,2023-08-24,Sputnik V,1845408
European Union,2023-08-24,Valneva,10193
European Union,2023-08-25,Covaxin,178
European Union,2023-08-25,Johnson&Johnson,18699948
European Union,2023-08-25,Moderna,151626166
European Union,2023-08-25,Novavax,309861
European Union,2023-08-25,Oxford/AstraZeneca,67183379
European Union,2023-08-25,Pfizer/BioNTech,662884641
European Union,2023-08-25,Sanofi/GSK,5456
European Union,2023-08-25,Sinopharm/Beijing,2320667
European Union,2023-08-25,Sinovac,10664
European Union,2023-08-25,Sputnik V,1845408
European Union,2023-08-25,Valneva,10193
European Union,2023-08-26,Covaxin,178
European Union,2023-08-26,Johnson&Johnson,18699948
European Union,2023-08-26,Moderna,151626166
European Union,2023-08-26,Novavax,309861
European Union,2023-08-26,Oxford/AstraZeneca,67183379
European Union,2023-08-26,Pfizer/BioNTech,662884659
European Union,2023-08-26,Sanofi/GSK,5456
European Union,2023-08-26,Sinopharm/Beijing,2320667
European Union,2023-08-26,Sinovac,10664
European Union,2023-08-26,Sputnik V,1845408
European Union,2023-08-26,Valneva,10193
European Union,2023-08-28,Covaxin,178
European Union,2023-08-28,Johnson&Johnson,18699948
European Union,2023-08-28,Moderna,151626167
European Union,2023-08-28,Novavax,309871
European Union,2023-08-28,Oxford/AstraZeneca,67183379
European Union,2023-08-28,Pfizer/BioNTech,662884746
European Union,2023-08-28,Sanofi/GSK,5456
European Union,2023-08-28,Sinopharm/Beijing,2320667
European Union,2023-08-28,Sinovac,10664
European Union,2023-08-28,Sputnik V,1845408
European Union,2023-08-28,Valneva,10193
European Union,2023-08-29,Covaxin,178
European Union,2023-08-29,Johnson&Johnson,18699948
European Union,2023-08-29,Moderna,151626167
European Union,2023-08-29,Novavax,309875
European Union,2023-08-29,Oxford/AstraZeneca,67183379
European Union,2023-08-29,Pfizer/BioNTech,662884786
European Union,2023-08-29,Sanofi/GSK,5456
European Union,2023-08-29,Sinopharm/Beijing,2320667
European Union,2023-08-29,Sinovac,10664
European Union,2023-08-29,Sputnik V,1845408
European Union,2023-08-29,Valneva,10193
European Union,2023-08-30,Covaxin,178
European Union,2023-08-30,Johnson&Johnson,18699948
European Union,2023-08-30,Moderna,151626168
European Union,2023-08-30,Novavax,309886
European Union,2023-08-30,Oxford/AstraZeneca,67183379
European Union,2023-08-30,Pfizer/BioNTech,662884887
European Union,2023-08-30,Sanofi/GSK,5456
European Union,2023-08-30,Sinopharm/Beijing,2320667
European Union,2023-08-30,Sinovac,10664
European Union,2023-08-30,Sputnik V,1845408
European Union,2023-08-30,Valneva,10193
European Union,2023-08-31,Covaxin,178
European Union,2023-08-31,Johnson&Johnson,18699948
European Union,2023-08-31,Moderna,151626173
European Union,2023-08-31,Novavax,309889
European Union,2023-08-31,Oxford/AstraZeneca,67183379
European Union,2023-08-31,Pfizer/BioNTech,662884924
European Union,2023-08-31,Sanofi/GSK,5456
European Union,2023-08-31,Sinopharm/Beijing,2320667
European Union,2023-08-31,Sinovac,10664
European Union,2023-08-31,Sputnik V,1845408
European Union,2023-08-31,Valneva,10193
European Union,2023-09-01,Covaxin,178
European Union,2023-09-01,Johnson&Johnson,18699961
European Union,2023-09-01,Moderna,155098646
European Union,2023-09-01,Novavax,309894
European Union,2023-09-01,Oxford/AstraZeneca,67183380
European Union,2023-09-01,Pfizer/BioNTech,654778668
European Union,2023-09-01,Sanofi/GSK,5456
European Union,2023-09-01,Sinopharm/Beijing,2320667
European Union,2023-09-01,Sinovac,10664
European Union,2023-09-01,Sputnik V,1845408
European Union,2023-09-01,Valneva,10193
European Union,2023-09-02,Covaxin,178
European Union,2023-09-02,Johnson&Johnson,18699961
European Union,2023-09-02,Moderna,155098646
European Union,2023-09-02,Novavax,309894
European Union,2023-09-02,Oxford/AstraZeneca,67183380
European Union,2023-09-02,Pfizer/BioNTech,654778674
European Union,2023-09-02,Sanofi/GSK,5456
European Union,2023-09-02,Sinopharm/Beijing,2320667
European Union,2023-09-02,Sinovac,10664
European Union,2023-09-02,Sputnik V,1845408
European Union,2023-09-02,Valneva,10193
European Union,2023-09-04,Covaxin,178
European Union,2023-09-04,Johnson&Johnson,18699961
European Union,2023-09-04,Moderna,155098646
European Union,2023-09-04,Novavax,309896
European Union,2023-09-04,Oxford/AstraZeneca,67183380
European Union,2023-09-04,Pfizer/BioNTech,654778720
European Union,2023-09-04,Sanofi/GSK,5456
European Union,2023-09-04,Sinopharm/Beijing,2320667
European Union,2023-09-04,Sinovac,10664
European Union,2023-09-04,Sputnik V,1845408
European Union,2023-09-04,Valneva,10193
European Union,2023-09-05,Covaxin,178
European Union,2023-09-05,Johnson&Johnson,18699961
European Union,2023-09-05,Moderna,155098648
European Union,2023-09-05,Novavax,309897
European Union,2023-09-05,Oxford/AstraZeneca,67183380
European Union,2023-09-05,Pfizer/BioNTech,654778794
European Union,2023-09-05,Sanofi/GSK,5456
European Union,2023-09-05,Sinopharm/Beijing,2320667
European Union,2023-09-05,Sinovac,10664
European Union,2023-09-05,Sputnik V,1845408
European Union,2023-09-05,Valneva,10193
European Union,2023-09-06,Covaxin,178
European Union,2023-09-06,Johnson&Johnson,18699961
European Union,2023-09-06,Moderna,155098650
European Union,2023-09-06,Novavax,309898
European Union,2023-09-06,Oxford/AstraZeneca,67183380
European Union,2023-09-06,Pfizer/BioNTech,654778899
European Union,2023-09-06,Sanofi/GSK,5456
European Union,2023-09-06,Sinopharm/Beijing,2320667
European Union,2023-09-06,Sinovac,10664
European Union,2023-09-06,Sputnik V,1845408
European Union,2023-09-06,Valneva,10193
European Union,2023-09-07,Covaxin,178
European Union,2023-09-07,Johnson&Johnson,18699961
European Union,2023-09-07,Moderna,155098651
European Union,2023-09-07,Novavax,309910
European Union,2023-09-07,Oxford/AstraZeneca,67183380
European Union,2023-09-07,Pfizer/BioNTech,654778950
European Union,2023-09-07,Sanofi/GSK,5456
European Union,2023-09-07,Sinopharm/Beijing,2320667
European Union,2023-09-07,Sinovac,10664
European Union,2023-09-07,Sputnik V,1845408
European Union,2023-09-07,Valneva,10193
European Union,2023-09-08,Covaxin,178
European Union,2023-09-08,Johnson&Johnson,18699964
European Union,2023-09-08,Moderna,154866484
European Union,2023-09-08,Novavax,309919
European Union,2023-09-08,Oxford/AstraZeneca,67183380
European Union,2023-09-08,Pfizer/BioNTech,637699809
European Union,2023-09-08,Sanofi/GSK,5457
European Union,2023-09-08,Sinopharm/Beijing,2320667
European Union,2023-09-08,Sinovac,10664
European Union,2023-09-08,Sputnik V,1845408
European Union,2023-09-08,Valneva,10193
European Union,2023-09-09,Covaxin,178
European Union,2023-09-09,Johnson&Johnson,18699964
European Union,2023-09-09,Moderna,154866484
European Union,2023-09-09,Novavax,309919
European Union,2023-09-09,Oxford/AstraZeneca,67183380
European Union,2023-09-09,Pfizer/BioNTech,637699819
European Union,2023-09-09,Sanofi/GSK,5457
European Union,2023-09-09,Sinopharm/Beijing,2320667
European Union,2023-09-09,Sinovac,10664
European Union,2023-09-09,Sputnik V,1845408
European Union,2023-09-09,Valneva,10193
European Union,2023-09-10,Covaxin,178
European Union,2023-09-10,Johnson&Johnson,18699964
European Union,2023-09-10,Moderna,154866484
European Union,2023-09-10,Novavax,309919
European Union,2023-09-10,Oxford/AstraZeneca,67183380
European Union,2023-09-10,Pfizer/BioNTech,637699820
European Union,2023-09-10,Sanofi/GSK,5457
European Union,2023-09-10,Sinopharm/Beijing,2320667
European Union,2023-09-10,Sinovac,10664
European Union,2023-09-10,Sputnik V,1845408
European Union,2023-09-10,Valneva,10193
European Union,2023-09-11,Covaxin,178
European Union,2023-09-11,Johnson&Johnson,18699964
European Union,2023-09-11,Moderna,154866484
European Union,2023-09-11,Novavax,309920
European Union,2023-09-11,Oxford/AstraZeneca,67183380
European Union,2023-09-11,Pfizer/BioNTech,637699889
European Union,2023-09-11,Sanofi/GSK,5457
European Union,2023-09-11,Sinopharm/Beijing,2320667
European Union,2023-09-11,Sinovac,10664
European Union,2023-09-11,Sputnik V,1845408
European Union,2023-09-11,Valneva,10193
European Union,2023-09-12,Covaxin,178
European Union,2023-09-12,Johnson&Johnson,18699964
European Union,2023-09-12,Moderna,154866485
European Union,2023-09-12,Novavax,309921
European Union,2023-09-12,Oxford/AstraZeneca,67183380
European Union,2023-09-12,Pfizer/BioNTech,637699986
European Union,2023-09-12,Sanofi/GSK,5457
European Union,2023-09-12,Sinopharm/Beijing,2320667
European Union,2023-09-12,Sinovac,10664
European Union,2023-09-12,Sputnik V,1845408
European Union,2023-09-12,Valneva,10193
European Union,2023-09-13,Covaxin,178
European Union,2023-09-13,Johnson&Johnson,18699964
European Union,2023-09-13,Moderna,154866486
European Union,2023-09-13,Novavax,309923
European Union,2023-09-13,Oxford/AstraZeneca,67183380
European Union,2023-09-13,Pfizer/BioNTech,637700167
European Union,2023-09-13,Sanofi/GSK,5457
European Union,2023-09-13,Sinopharm/Beijing,2320667
European Union,2023-09-13,Sinovac,10664
European Union,2023-09-13,Sputnik V,1845408
European Union,2023-09-13,Valneva,10193
European Union,2023-09-14,Covaxin,178
European Union,2023-09-14,Johnson&Johnson,18699964
European Union,2023-09-14,Moderna,154866493
European Union,2023-09-14,Novavax,309923
European Union,2023-09-14,Oxford/AstraZeneca,67183380
European Union,2023-09-14,Pfizer/BioNTech,637700393
European Union,2023-09-14,Sanofi/GSK,5457
European Union,2023-09-14,Sinopharm/Beijing,2320667
European Union,2023-09-14,Sinovac,10664
European Union,2023-09-14,Sputnik V,1845408
European Union,2023-09-14,Valneva,10193
European Union,2023-09-15,Covaxin,178
European Union,2023-09-15,Johnson&Johnson,18699974
European Union,2023-09-15,Moderna,156358034
European Union,2023-09-15,Novavax,309938
European Union,2023-09-15,Oxford/AstraZeneca,67183380
European Union,2023-09-15,Pfizer/BioNTech,651418140
European Union,2023-09-15,Sanofi/GSK,5457
European Union,2023-09-15,Sinopharm/Beijing,2320667
European Union,2023-09-15,Sinovac,10664
European Union,2023-09-15,Sputnik V,1845408
European Union,2023-09-15,Valneva,10193
European Union,2023-09-16,Covaxin,178
European Union,2023-09-16,Johnson&Johnson,18699974
European Union,2023-09-16,Moderna,156358036
European Union,2023-09-16,Novavax,309938
European Union,2023-09-16,Oxford/AstraZeneca,67183380
European Union,2023-09-16,Pfizer/BioNTech,651418157
European Union,2023-09-16,Sanofi/GSK,5457
European Union,2023-09-16,Sinopharm/Beijing,2320667
European Union,2023-09-16,Sinovac,10664
European Union,2023-09-16,Sputnik V,1845408
European Union,2023-09-16,Valneva,10193
European Union,2023-09-17,Covaxin,178
European Union,2023-09-17,Johnson&Johnson,18699974
European Union,2023-09-17,Moderna,156358036
European Union,2023-09-17,Novavax,309938
European Union,2023-09-17,Oxford/AstraZeneca,67183380
European Union,2023-09-17,Pfizer/BioNTech,651418158
European Union,2023-09-17,Sanofi/GSK,5457
European Union,2023-09-17,Sinopharm/Beijing,2320667
European Union,2023-09-17,Sinovac,10664
European Union,2023-09-17,Sputnik V,1845408
European Union,2023-09-17,Valneva,10193
European Union,2023-09-18,Covaxin,178
European Union,2023-09-18,Johnson&Johnson,18699974
European Union,2023-09-18,Moderna,156358037
European Union,2023-09-18,Novavax,309938
European Union,2023-09-18,Oxford/AstraZeneca,67183380
European Union,2023-09-18,Pfizer/BioNTech,651418481
European Union,2023-09-18,Sanofi/GSK,5457
European Union,2023-09-18,Sinopharm/Beijing,2320667
European Union,2023-09-18,Sinovac,10664
European Union,2023-09-18,Sputnik V,1845408
European Union,2023-09-18,Valneva,10193
